BIB_ID	VENDOR_CODE	bibtype	date	form	place	language	govdoc	publisher
10313978	AMAZON	am	2018	b	enk	eng	\	Allen Lane, an imprint of Penguin books
10300187	AMAZON	am	2006	b	sp\	spa	\	Fundación Universitaria Española
10310317	AMAZON	gm	2010	\	cau	eng	\	Turner Entertainment Co. :$bWarner Bros. Entertainment Co. :$bDistributed by Warner Home Video
10299481	AMAZON	am	2017	b	enk	eng	\	Oxford University Press
10299631	AMAZON	gm	2017	\	ilu	eng	\	Music Box Films, LLC
10299599	AMAZON	gm	2017	\	nyu	eng	\	First Run Features
10299208	AMAZON	am	2010	b	it\	ita	\	G. Einaudi
10299064	AMAZON	am	2017	\	ctu	eng	\	World Poetry Books
10298378	AMAZON	am	2017	b	enk	eng	\	Edward Elgar Publishing
10095135	AMAZON	am	2017	b	nyu	eng	\	Random House
10095135	AMAZON	am	2017	b	nyu	eng	\	Random House
10297924	AMAZON	am	2017	b	nyu	eng	\	Portfolio/Penguin
10297823	AMAZON	am	1996	b	gh\	eng	\	Freedom Publications
10297728	AMAZON	am	2017	b	enk	eng	\	Cambridge University Press
10297410	AMAZON	am	2017	b	enk	eng	\	Cambridge University Press
10297392	AMAZON	am	2017	b	nyu	eng	\	Currency, an imprint of the Crown Publishing Group, a division of Penguin Random House LLC
10297396	AMAZON	am	2013	b	nyu	eng	\	Avery
10297403	AMAZON	am	2009	b	tu\	fre	\	Les Editions Isis
10297407	AMAZON	am	2018	b	be\	eng	\	Brepols
10297408	AMAZON	am	2018	b	enk	eng	\	Oxford University Press
10295359	AMAZON	am	2016	b	stk	eng	\	Edinburgh University Press
10296873	AMAZON	am	2006	b	vau	eng	\	Society for the History of Technology ;$aWashington, D.C. :$bAmerican Historical Association
10296874	AMAZON	am	2017	6	mau	eng	\	The MIT Press
8865854	AMAZON	am	2009	c	gw\	ger	\	Hatje Cantz
10297108	AMAZON	am	2008	b	nyu	eng	\	Vintage Books,$c2008
10295436	AMAZON	am	2007	\	sp\	spa	\	Anaya
10296115	AMAZON	am	2001	b	wiu	eng	\	Atwood Pub.
10296118	AMAZON	am	2017	b	inu	eng	\	Dog Ear Publishing
10296119	AMAZON	am	2015	\	inu	eng	\	Dog Ear Publishing
10296544	AMAZON	am	2009	\	sp\	spa	\	Anaya
10296120	AMAZON	am	2017	\	cau	eng	\	SAGE Publications
10295432	AMAZON	am	2015	\	sp\	spa	\	Edelsa Grupo Didascalia
10295499	AMAZON	am	2006	\	sp\	spa	\	Anaya
10295434	AMAZON	am	2015	\	sp\	spa	\	Edelsa
10295406	AMAZON	am	2011	b	sp\	spa	\	SGEL
10295405	AMAZON	am	2012	\	es\	spa	\	Sociedad General Española de Librería
10295326	AMAZON	am	2004	\	mau	eng	\	McGraw-Hill Higher Education
10294390	AMAZON	am	2015	b	cau	eng	\	Analytics Press
10294391	AMAZON	am	1989	b	nyu	eng	\	Human Sciences Press
10294392	AMAZON	am	1997	b	cau	eng	\	Sage Publications
10294393	AMAZON	am	2016	b	nyu	eng	\	Prometheus Books
10294394	AMAZON	am	2002	b	cau	eng	\	New Harbinger Publications ;$a[Berkeley] :$bDistributed in the USA by Publishers Groups West
10294395	AMAZON	am	2017	b	mau	eng	\	Mariner Books/Houghton Mifflin Harcourt
936483	AMAZON	am	1983	\	mau	eng	\	VanVactor & Goodheart
936483	AMAZON	am	1983	\	mau	eng	\	VanVactor & Goodheart
936483	AMAZON	am	1983	\	mau	eng	\	VanVactor & Goodheart
7767158	AMAZON	am	2010	b	enk	eng	\	Oxbow Books ;$aOakville, CA :$b[Distributed by] David Brown Book Company
7767158	AMAZON	am	2010	b	enk	eng	\	Oxbow Books ;$aOakville, CA :$b[Distributed by] David Brown Book Company
10292790	AMAZON	am	2018	\	mdu	eng	\	Rowman & Littlefield Publishing Group, Inc.
10292657	AMAZON	am	2016	b	nyu	eng	\	Routledge
10292394	AMAZON	gm	2012	\	azu	eng	\	Shadowline Films LLC
4971052	AMAZON	am	1978	\	nyu	eng	\	Bantam Books
4971052	AMAZON	am	1978	\	nyu	eng	\	Bantam Books
10292393	AMAZON	am	2017	b	gw\	eng	\	Gerlach Press
10262331	AMAZON	am	2016	\	sp\	spa	\	NA
10261990	AMAZON	am	2017	\	enk	eng	\	ARM Education Media
10262655	AMAZON	am	2017	b	enk	eng	\	Cambridge University Press
10261990	AMAZON	am	2017	\	enk	eng	\	ARM Education Media
10261944	AMAZON	am	2005	\	nyu	eng	\	HarperCollins Publishers
10261545	AMAZON	am	2014	b	cau	eng	\	SAGE
8288127	AMAZON	am	2013	b	quc	eng	\	Canadian Centre for Architecture ;$aBerlin :$bSternberg Press
8288127	AMAZON	am	2013	b	quc	eng	\	Canadian Centre for Architecture ;$aBerlin :$bSternberg Press
10261265	AMAZON	im	2005	\	mdu	eng	\	Landmark Audiobooks
10261296	AMAZON	am	2017	b	th\	eng	\	White Lotus Press
808138	AMAZON	am	1975	\	nyu	eng	\	Harcourt Brace Jovanovich
808138	AMAZON	am	1975	\	nyu	eng	\	Harcourt Brace Jovanovich
808138	AMAZON	am	1975	\	nyu	eng	\	Harcourt Brace Jovanovich
808138	AMAZON	am	1975	\	nyu	eng	\	Harcourt Brace Jovanovich
9838522	AMAZON	am	2010	b	nyu	eng	\	Palgrave Macmillan
6711941	AMAZON	gm	2009	\	cau	spa	\	Universal Studios Home Entertainment
10260501	AMAZON	gm	2018	\	cau	eng	\	Sony Pictures Home Entertainment
10260498	AMAZON	gm	2018	\	nyu	eng	\	The Criterion Collection
6711941	AMAZON	gm	2009	\	cau	spa	\	Universal Studios Home Entertainment
10260500	AMAZON	gm	2018	\	nyu	eng	\	The Criterion Collection
10258852	AMAZON	am	2018	b	ne\	ara	\	Brill
10258734	AMAZON	am	2002	b	mau	eng	\	MIT
10258744	AMAZON	am	2012	b	nyu	eng	\	W.H. Freeman and Co.
2310548	AMAZON	am	1994	b	nyu	eng	\	W.W. Norton
2310548	AMAZON	am	1994	b	nyu	eng	\	W.W. Norton
2310548	AMAZON	am	1994	b	nyu	eng	\	W.W. Norton
2146822	AMAZON	am	1992	b	enk	lat	\	Clarendon Press ;$aOxford ;$aNew York :$bOxford University Press
10250306	AMAZON	am	2002	b	gw\	ger	\	Edition Nautilus ;$a[Berlin] ;$a[New York] :$bLukas und Sternberg
10250308	AMAZON	am	2018	b	enk	eng	\	Cambridge University Press
10250311	AMAZON	am	2016	b	enk	eng	\	Oxbow Books
10250263	AMAZON	am	2012	b	nyu	eng	\	McGraw-Hill Irwin
10250314	AMAZON	am	2008	b	it\	ita	\	Edizioni universitarie di lettere economia diritto
10250318	AMAZON	am	2018	b	enk	eng	\	Cambridge University Press
10250321	AMAZON	am	2017	b	stk	eng	\	Edinburgh University Press
6400421	AMAZON	am	2008	b	enk	eng	\	Cambridge University Press
6400421	AMAZON	am	2008	b	enk	eng	\	Cambridge University Press
1933563	AMAZON	am	1990	b	wau	eng	\	Bay Press
1933563	AMAZON	am	1990	b	wau	eng	\	Bay Press
1933563	AMAZON	am	1990	b	wau	eng	\	Bay Press
9628361	AMAZON	am	2016	\	mau	eng	\	Pearson
9628361	AMAZON	am	2016	\	mau	eng	\	Pearson
9324737	AMAZON	am	2015	b	nyu	eng	\	W.W. Norton & Company
9324737	AMAZON	am	2015	b	nyu	eng	\	W.W. Norton & Company
10250230	AMAZON	am	2014	b	mau	eng	\	Heinle
10250237	AMAZON	am	2015	b	flu	eng	\	CRC Press
10250240	AMAZON	am	2014	b	mau	ita	\	Pearson
2734918	AMAZON	am	1993	b	inu	eng	\	Hackett Pub. Co.
2734918	AMAZON	am	1993	b	inu	eng	\	Hackett Pub. Co.
10249917	AMAZON	am	2017	b	ag\	spa	\	Caja Negra
10249922	AMAZON	am	2017	f	ne\	eng	\	3D Hubs B.V.
10246577	AMAZON	am	2013	\	at\	fre	\	Heinle Cengage Learning
10246577	AMAZON	am	2013	\	at\	fre	\	Heinle Cengage Learning
10237927	AMAZON	am	2018	b	nyu	eng	\	New York University Press
10237927	AMAZON	am	2018	b	nyu	eng	\	New York University Press
10249207	AMAZON	gm	2015	\	cau	eng	\	Buena Vista Home Entertainment
10249204	AMAZON	gm	2013	\	cau	eng	\	Twentieth Century Fox Home Entertainment
10249191	AMAZON	gm	2013	\	cau	eng	\	Universal Studios Home Entertainment,$c©2013;$aLexington
10249208	AMAZON	gm	2013	\	cau	eng	\	Buena Vista Home Entertainment
10249218	AMAZON	gm	2016	\	cau	eng	\	Buena Vista Home Entertainment
10249272	AMAZON	am	2008	b	enk	eng	\	Wallflower Press
10249106	AMAZON	am	2017	b	riu	eng	\	[Journal of Roman Archaeology]
10249108	AMAZON	am	2017	\	gw\	fre	\	Éditions Wartberg ;$aParis :$bDiffusion Sofédis
9718807	AMAZON	am	2017	b	iau	eng	\	McGraw-Hill Education
9718807	AMAZON	am	2017	b	iau	eng	\	McGraw-Hill Education
9718807	AMAZON	am	2017	b	iau	eng	\	McGraw-Hill Education
9718807	AMAZON	am	2017	b	iau	eng	\	McGraw-Hill Education
9945754	AMAZON	am	2017	b	nyu	eng	\	McGraw-Hill Education
9945754	AMAZON	am	2017	b	nyu	eng	\	McGraw-Hill Education
9945754	AMAZON	am	2017	b	nyu	eng	\	McGraw-Hill Education
9945754	AMAZON	am	2017	b	nyu	eng	\	McGraw-Hill Education
10248470	AMAZON	am	2015	b	gw\	eng	\	Scholar's Press
10248439	AMAZON	am	2018	b	nyu	eng	\	Routledge
10247910	AMAZON	am	2012	\	gw\	eng	\	Hatje Cantz
10247913	AMAZON	am	2016	b	enk	eng	\	Cambridge University Press
10247918	AMAZON	am	2017	b	nyu	eng	\	Routledge, Taylor & Francis Group
10247925	AMAZON	am	2018	b	ne\	eng	\	Brill
10242671	AMAZON	am	2014	b	nyu	eng	\	McGraw-Hill
10242671	AMAZON	am	2014	b	nyu	eng	\	McGraw-Hill
10246917	AMAZON	gm	2013	\	cau	heb	\	Sony Pictures Home Entertainment
10246904	AMAZON	am	2016	\	\\\	\\\	\	NA
10246907	AMAZON	am	2003	b	tu\	tur	\	İstanbul Bilgi Üniversitesi
10246915	AMAZON	am	2011	b	enk	eng	\	Continuum
10246845	AMAZON	am	2018	\	nyu	eng	\	McGraw-Hill Education
10246537	AMAZON	am	2013	b	nyu	eng	\	Pearson Education
10246563	AMAZON	am	2014	b	enk	eng	\	Palgrave Macmillan
10246582	AMAZON	am	2014	\	mau	fre	\	Heinle, Cengage Learning
5620517	AMAZON	am	2005	b	cau	eng	\	University Science Books
5620517	AMAZON	am	2005	b	cau	eng	\	University Science Books
10246331	AMAZON	am	2017	b	nyu	eng	\	Reading Light Publications
10246334	AMAZON	am	2008	b	si\	eng	\	World Scientific
8827853	AMAZON	am	2015	b	nju	eng	\	Princeton University Press
8827853	AMAZON	am	2015	b	nju	eng	\	Princeton University Press
10245915	AMAZON	am	2013	b	nyu	eng	\	McGraw-Hill Irwin
10245819	AMAZON	am	2018	\	mau	eng	\	Houghton Mifflin Harcourt
10245915	AMAZON	am	2013	b	nyu	eng	\	McGraw-Hill Irwin
10245915	AMAZON	am	2013	b	nyu	eng	\	McGraw-Hill Irwin
10245820	AMAZON	am	2011	b	cau	eng	\	Cotsen Institute of Archaeology Press, University of California Los Angeles
10245821	AMAZON	am	2017	b	cau	eng	\	Cotsen Institute of Archaeology Press
10245612	AMAZON	am	2017	b	mau	eng	\	Pearson
10245225	AMAZON	gm	2012	\	cau	eng	\	Universal Studios Home Entertainment
10245274	AMAZON	am	2018	b	nyu	eng	\	Worth Publishers
10245587	AMAZON	am	2017	b	mau	eng	\	Pearson Education, Inc.
10245614	AMAZON	am	2015	\	nju	eng	\	Pearson
10245733	AMAZON	am	2014	b	ohu	eng	\	South-Western ;$aAustralia :$bCengage Learning
10245614	AMAZON	am	2015	\	nju	eng	\	Pearson
10245108	AMAZON	am	2015	b	onc	eng	\	Pearson
10226279	AMAZON	am	2016	b	ii\	eng	\	Speaking Tiger
9295235	AMAZON	am	2013	\	ohu	eng	\	Cengage
9295235	AMAZON	am	2013	\	ohu	eng	\	Cengage
10243467	AMAZON	am	2017	b	nju	eng	\	Wiley
10242860	AMAZON	am	2013	b	dcu	eng	\	ASM Press
10242860	AMAZON	am	2013	b	dcu	eng	\	ASM Press
10242860	AMAZON	am	2013	b	dcu	eng	\	ASM Press
10242208	AMAZON	gm	2012	\	cau	eng	\	Starz Media ;$aBeverly Hills, CA :$bDistributed by Anchor Bay Entertainment
10242678	AMAZON	am	2008	b	nyu	eng	\	Guilford Press
10242679	AMAZON	am	2016	b	mau	eng	\	Athena Scientific
10242194	AMAZON	am	2015	\	nju	eng	\	Pearson Prentice Hall
10242671	AMAZON	am	2014	b	nyu	eng	\	McGraw-Hill
10242671	AMAZON	am	2014	b	nyu	eng	\	McGraw-Hill
10242685	AMAZON	am	2016	\	ilu	eng	\	JABberwocky Literary Agency, Inc.
10241126	AMAZON	gm	2017	\	cau	eng	\	Universal Pictures Home Entertainment
5717929	AMAZON	am	2005	b	nyu	eng	\	Southeast Asia Program, Cornell University
10241124	AMAZON	gm	2016	\	nyu	fre	\	Cohen Media Group,$c[2016];\2$aPort Washington
10241129	AMAZON	gm	2007	\	nyu	eng	\	Kino International
10241133	AMAZON	gm	2008	\	cau	eng	\	Metro-Goldwyn Mayer Studios :$bDistributed by Twentieth Century Fox Home Entertainment
10241137	AMAZON	gm	2018	\	cau	eng	\	Sony Pictures Home Entertainment
10240824	AMAZON	am	1989	b	nyu	eng	\	Vintage Books,$c1989
5717929	AMAZON	am	2005	b	nyu	eng	\	Southeast Asia Program, Cornell University
10240244	AMAZON	am	2015	b	mau	eng	\	Athena Scientific
9331422	AMAZON	am	1984	b	nyu	eng	\	Dover Publications,$c[1984]
10240246	AMAZON	am	2018	b	dcu	eng	\	American Pharmacists Association
9331422	AMAZON	am	1984	b	nyu	eng	\	Dover Publications,$c[1984]
7512797	AMAZON	am	2011	b	cau	eng	\	CattleDog Pub.
7512797	AMAZON	am	2011	b	cau	eng	\	CattleDog Pub.
7512797	AMAZON	am	2011	b	cau	eng	\	CattleDog Pub.
10240136	AMAZON	am	2008	b	nyu	eng	\	Mary Ann Liebert
10239992	AMAZON	am	2010	b	kyu	eng	\	Westminster John Knox Press
10239984	AMAZON	am	2017	b	nyu	eng	\	Gregory R. Miller & Co. ;$aBerlin, Germany :$bHatje Cantz
6385200	AMAZON	am	2009	b	nyu	eng	\	Pearson Longman
6385200	AMAZON	am	2009	b	nyu	eng	\	Pearson Longman
6385200	AMAZON	am	2009	b	nyu	eng	\	Pearson Longman
6385200	AMAZON	am	2009	b	nyu	eng	\	Pearson Longman
5314507	AMAZON	am	2004	b	enk	eng	\	Thames & Hudson
5314507	AMAZON	am	2004	b	enk	eng	\	Thames & Hudson
10238223	AMAZON	gm	2010	\	cau	eng	\	Sony Pictures Home Entertainment
10237987	AMAZON	am	2018	b	nyu	eng	\	McGraw-Hill Education
10238001	AMAZON	gm	2002	\	ilu	rus	\	Facets Video
10238008	AMAZON	gm	2016	\	nyu	eng	\	The Orchard
10238028	AMAZON	gm	2014	\	cau	eng	\	Marvel,$c[2014];\2$aBurbank, California :$bDistributed by Buena Vista Home Entertainment, Inc.
10238123	AMAZON	am	2014	b	nyu	eng	\	CreateSpace Independent Publishing Platform,$c2014.;\1$a[Spencer, NY?] :$bWDR Enterprises, LLC
5454343	AMAZON	gm	2003	\	nyu	eng	\	Criterion Collection
10237927	AMAZON	am	2018	b	nyu	eng	\	New York University Press
10237927	AMAZON	am	2018	b	nyu	eng	\	New York University Press
5454343	AMAZON	gm	2003	\	nyu	eng	\	Criterion Collection
5454343	AMAZON	gm	2003	\	nyu	eng	\	Criterion Collection
9427368	AMAZON	am	2017	\	mau	eng	\	Pearson
10237710	AMAZON	gm	2018	\	xxu	eng	\	The Criterion Collection
10237712	AMAZON	am	2015	\	xxu	eng	\	Dreambridge Partners LLC
9427368	AMAZON	am	2017	\	mau	eng	\	Pearson
9427368	AMAZON	am	2017	\	mau	eng	\	Pearson
9427368	AMAZON	am	2017	\	mau	eng	\	Pearson
3510485	AMAZON	am	1999	b	nyu	eng	\	Farrar, Straus and Giroux
3510485	AMAZON	am	1999	b	nyu	eng	\	Farrar, Straus and Giroux
3510485	AMAZON	am	1999	b	nyu	eng	\	Farrar, Straus and Giroux
3510485	AMAZON	am	1999	b	nyu	eng	\	Farrar, Straus and Giroux
10233917	AMAZON	am	2017	b	nyu	eng	\	Twelve
10101466	AMAZON	am	2013	b	gw\	eng	\	LAP Lambert Academic Publishing
10236723	AMAZON	am	1991	b	enk	eng	\	B. Blackwell
10234290	AMAZON	am	2017	\	mau	eng	\	Candlewick Press
10234292	AMAZON	am	2017	b	enk	eng	\	UX in Libraries
10234293	AMAZON	am	2016	b	nyu	eng	\	Random House Business Books
6962643	AMAZON	am	2010	b	ksu	eng	\	Mark Morris Institute
6962643	AMAZON	am	2010	b	ksu	eng	\	Mark Morris Institute
6962643	AMAZON	am	2010	b	ksu	eng	\	Mark Morris Institute
6962643	AMAZON	am	2010	b	ksu	eng	\	Mark Morris Institute
6962643	AMAZON	am	2010	b	ksu	eng	\	Mark Morris Institute
6962643	AMAZON	am	2010	b	ksu	eng	\	Mark Morris Institute
6962643	AMAZON	am	2010	b	ksu	eng	\	Mark Morris Institute
6962643	AMAZON	am	2010	b	ksu	eng	\	Mark Morris Institute
10233929	AMAZON	am	2010	b	enk	eng	\	Routledge
9926399	AMAZON	am	2017	b	ctu	eng	\	Yale University Press
9926399	AMAZON	am	2017	b	ctu	eng	\	Yale University Press
10233931	AMAZON	am	2017	b	ilu	eng	s	University of Illinois Press
10233882	AMAZON	am	2017	b	nyu	eng	\	Roaring Brook Press
10233882	AMAZON	am	2017	b	nyu	eng	\	Roaring Brook Press
10233895	AMAZON	am	2017	\	nyu	eng	\	Atheneum Books for Young Readers
6402089	AMAZON	am	2009	b	nju	eng	\	Princeton University Press
10233823	AMAZON	am	2007	b	cau	eng	\	University Science Books
6402089	AMAZON	am	2009	b	nju	eng	\	Princeton University Press
10233626	AMAZON	gm	2016	\	nyu	spa	\	Kino Classics
10233621	AMAZON	gm	2012	\	cau	eng	\	Buena Vista Home Entertainment
10233623	AMAZON	gm	2011	\	nyu	spa	\	Entertainment One Film USA LLC
10233635	AMAZON	gm	2005	\	cau	eng	\	Turner Entertainment :$bDistributed by Warner Home Video
10233655	AMAZON	gm	2001	\	cau	eng	\	Universal Studios
10232682	AMAZON	am	2017	\	nyu	eng	\	Farrar Straus Giroux
10232682	AMAZON	am	2017	\	nyu	eng	\	Farrar Straus Giroux
10232684	AMAZON	am	2017	b	enk	eng	\	Polity Press
10232688	AMAZON	am	2017	b	cau	eng	\	Chronicle Books
10232690	AMAZON	am	2017	b	mnu	eng	\	Millbrook Press
10232691	AMAZON	am	2017	\	nyu	eng	\	Godwin Books/ Henry Holt and Company
10232692	AMAZON	am	2017	\	nyu	eng	\	Alfred A. Knopf
10232692	AMAZON	am	2017	\	nyu	eng	\	Alfred A. Knopf
10232693	AMAZON	am	2017	\	nyu	eng	\	Dial Books for Young Readers
10232694	AMAZON	am	2017	\	mau	eng	\	Candlewick Press
10232695	AMAZON	am	2017	\	mau	eng	\	Candlewick Press
10232695	AMAZON	am	2017	\	mau	eng	\	Candlewick Press
10232696	AMAZON	am	2017	\	ilu	eng	\	Bolden, An Agate imprint
10232696	AMAZON	am	2017	\	ilu	eng	\	Bolden, An Agate imprint
10232697	AMAZON	am	2017	\	nyu	eng	\	Roaring Brook Press
10232697	AMAZON	am	2017	\	nyu	eng	\	Roaring Brook Press
10232698	AMAZON	am	2017	\	nyu	eng	\	Roaring Brook Press
10232499	AMAZON	am	2017	b	nyu	eng	\	Actar :$bHarvard University Graduate School of Design
10232500	AMAZON	gm	2012	\	cau	fre	\	Vivendi Entertainment
10232279	AMAZON	am	2017	b	nju	eng	\	John Wiley & Sons, Inc.
10227263	AMAZON	gm	2009	\	cau	spa	\	Strand Releasing Home Video
10227301	AMAZON	am	2018	b	nyu	eng	\	Pearson
10227302	AMAZON	am	2016	b	nju	eng	\	Wiley
10227259	AMAZON	am	2005	b	nyu	eng	\	Routledge
10227260	AMAZON	am	2017	b	ilu	eng	\	Distributed by Yale University Press;\1$aChicago :$bArt Institute of Chicago ;$aNew York :$bMuseum of Modern Art
7544393	AMAZON	am	2010	b	mau	eng	\	Wiley
7544393	AMAZON	am	2010	b	mau	eng	\	Wiley
6199457	AMAZON	am	2008	b	nyu	eng	\	Routledge
10227109	AMAZON	gm	2003	\	nyu	kur	\	Wellspring Media
10227112	AMAZON	gm	2015	\	cau	arm	\	Strand Releasing Home Video
10227136	AMAZON	am	2018	b	onc	eng	\	University of Toronto Press
10227107	AMAZON	am	2012	b	enk	eng	\	Routledge :$bImprint of Taylor & Francis Group
6199457	AMAZON	am	2008	b	nyu	eng	\	Routledge
10227136	AMAZON	am	2018	b	onc	eng	\	University of Toronto Press
10226265	AMAZON	am	2010	6	ag\	spa	\	La Editorial Común
7551038	AMAZON	am	2011	b	nyu	eng	\	Back Bay Books
7551038	AMAZON	am	2011	b	nyu	eng	\	Back Bay Books
6216697	AMAZON	am	2008	b	ctu	eng	\	Yale University Press
10226268	AMAZON	am	2013	6	sp\	spa	\	Edicions de Ponent
10226270	AMAZON	am	2011	\	enk	spa	\	Scholastic
10226272	AMAZON	am	2011	6	sp\	spa	\	Difusión
6216697	AMAZON	am	2008	b	ctu	eng	\	Yale University Press
6216697	AMAZON	am	2008	b	ctu	eng	\	Yale University Press
10226823	AMAZON	am	2015	6	sp\	spa	\	Astiberri Ediciones
10226274	AMAZON	am	2014	6	sp\	spa	\	Astiberri
10226276	AMAZON	am	2011	6	sp\	spa	\	Astiberri
10226278	AMAZON	am	2014	6	sp\	spa	\	Astiberri
10226280	AMAZON	am	2009	\	sp\	spa	\	Astiberri
10226282	AMAZON	am	2010	6	sp\	spa	\	Astiberri
10226283	AMAZON	am	2009	\	sp\	spa	\	Astiberri
10226259	AMAZON	am	2016	\	ii\	eng	\	Speaking Tiger Books 
10225662	AMAZON	am	1997	\	iau	eng	\	Kendall/Hunt
10225662	AMAZON	am	1997	\	iau	eng	\	Kendall/Hunt
8928417	AMAZON	am	2015	b	enk	eng	\	Zed Books
8928417	AMAZON	am	2015	b	enk	eng	\	Zed Books
4125554	AMAZON	am	2001	b	nju	eng	\	Princeton University Press
4125554	AMAZON	am	2001	b	nju	eng	\	Princeton University Press
7199560	AMAZON	am	2011	b	nyu	eng	\	Cornell University Press
7199560	AMAZON	am	2011	b	nyu	eng	\	Cornell University Press
5980631	AMAZON	am	2003	b	nyu	eng	\	Simon & Schuster
5980631	AMAZON	am	2003	b	nyu	eng	\	Simon & Schuster
5997802	AMAZON	am	2007	b	mdu	eng	\	Rowman & Littlefield Publishers
10225699	AMAZON	am	2015	b	enk	eng	\	Oxford University Press
5997802	AMAZON	am	2007	b	mdu	eng	\	Rowman & Littlefield Publishers
7935815	AMAZON	am	2013	b	miu	eng	\	American Hotel & Lodging Educational Institute
8918627	AMAZON	am	2011	b	cau	eng	\	McSweeneys Books
7935815	AMAZON	am	2013	b	miu	eng	\	American Hotel & Lodging Educational Institute
7935815	AMAZON	am	2013	b	miu	eng	\	American Hotel & Lodging Educational Institute
8918627	AMAZON	am	2011	b	cau	eng	\	McSweeneys Books
10215494	AMAZON	gm	2017	\	cau	eng	\	Twentieth Century Fox Home Entertainment LLC
10215487	AMAZON	gm	2018	\	cau	eng	\	[Warner Bros. Entertainment],$c[2018];\2$aBurbank, CA :$bDistributed by Warner Bros. Home Entertainment
10215488	AMAZON	gm	2018	\	cau	eng	\	Sony Pictures Home Entertainment
10215491	AMAZON	gm	2018	\	cau	eng	\	Sony Pictures Home Entertainment
10215494	AMAZON	gm	2017	\	cau	eng	\	Twentieth Century Fox Home Entertainment LLC
10215454	AMAZON	am	2017	b	ne\	fre	\	Brill
10215453	AMAZON	am	2017	b	nyu	eng	\	Matthew Marks Gallery,$c[2017];\2$aNew Haven ;$aLondon :$bDistributed by Yale University Press
10215444	AMAZON	am	2018	b	sz\	eng	\	Lars Müller Publishers
10215446	AMAZON	am	2017	b	dcu	eng	\	Island Press
10215380	AMAZON	am	2009	b	enk	eng	\	Ashgate
10215127	AMAZON	am	2018	\	flu	eng	\	CRC PRESS
10215106	AMAZON	gm	2017	\	xxu	eng	\	The Criterion Collection
10215179	AMAZON	am	2016	b	nju	eng	\	John Wiley & Sons, Inc.
10215184	AMAZON	am	2017	b	sz\	eng	\	Springer
10215407	AMAZON	am	2017	b	nju	eng	\	Wiley
10215417	AMAZON	am	1976	b	sp\	spa	\	Ediciones Cátedra
10215127	AMAZON	am	2018	\	flu	eng	\	CRC PRESS
10215104	AMAZON	gm	2017	\	cau	eng	\	Sony Pictures Home Entertainment
10215105	AMAZON	gm	2017	\	cau	eng	\	Shout! Factory
10215107	AMAZON	gm	2017	\	nyu	eng	\	IFC Films
10215108	AMAZON	gm	2018	\	cau	eng	\	Magnolia Home Entertainment
10215109	AMAZON	gm	2017	\	cau	eng	\	Paramount Home Entertainment
10215110	AMAZON	gm	2017	\	cau	eng	\	Twentieth Century Fox Home Entertainment
10215113	AMAZON	gm	2017	\	cau	eng	\	Universal Pictures Home Entertainment
10215079	AMAZON	am	2017	b	enk	eng	\	CABI
10215076	AMAZON	am	2012	b	flu	eng	\	University Press of Florida
10214992	AMAZON	am	2017	b	si\	eng	\	Springer
10214800	AMAZON	gm	2015	\	nyu	ita	\	Film Movement
6654585	AMAZON	am	2009	b	nyu	eng	\	Metropolitan Books
6654585	AMAZON	am	2009	b	nyu	eng	\	Metropolitan Books
6654585	AMAZON	am	2009	b	nyu	eng	\	Metropolitan Books
6654585	AMAZON	am	2009	b	nyu	eng	\	Metropolitan Books
8074653	AMAZON	am	2015	\	nyu	eng	\	Visual Arts of the Americas
10214768	AMAZON	am	2017	b	be\	eng	\	Peeters
8074653	AMAZON	am	2015	\	nyu	eng	\	Visual Arts of the Americas
10214770	AMAZON	am	2017	b	gau	eng	\	SBL Press
10214392	AMAZON	am	2017	b	nyu	eng	\	Harper, an imprint of HarperCollinsPublishers
10213971	AMAZON	am	1986	b	nyu	eng	\	Schocken Books,$c1986
10213974	AMAZON	gm	2006	\	mx\	spa	\	Quality Films
10213976	AMAZON	am	2012	b	pau	eng	\	Paul Dry Books
7117357	AMAZON	am	2011	\	enk	eng	\	Garland Science
7117357	AMAZON	am	2011	\	enk	eng	\	Garland Science
10213596	AMAZON	am	2016	b	pau	eng	\	PENN, University of Pennsylvania Press
10213599	AMAZON	am	2017	b	nyu	eng	\	Peter Lang
10213570	AMAZON	am	2017	b	nyu	eng	\	W.W. Norton & Company
10213569	AMAZON	am	2010	b	nyu	eng	\	HarperBusiness
10213555	AMAZON	am	2016	b	sz\	eng	\	EPFL Press
10213558	AMAZON	am	2014	b	nyu	eng	\	Plume
10213571	AMAZON	am	2017	b	nyu	eng	\	Teachers College Press, Columbia University
10213573	AMAZON	gm	2012	\	cau	eng	\	Metro-Goldwyn Mayer Stuios Inc.,$c[2012];\2$a[Beverly Hills, California] :$bDistributed by Twentieth Century Fox Home Entertainment
10213570	AMAZON	am	2017	b	nyu	eng	\	W.W. Norton & Company
10213537	AMAZON	gm	2009	\	cau	swe	\	Magnolia Home Entertainment
10213535	AMAZON	gm	2012	\	ilu	eng	\	MPI Home Video
10213544	AMAZON	gm	2004	\	xxu	eng	\	Turner Entertainment Co. ;$aBurbank, CA :$bDistributed by Warner Home Video
10213546	AMAZON	gm	2001	\	cau	eng	\	Universal Studios
10213549	AMAZON	am	2012	\	nyu	eng	\	Samuel French
10213553	AMAZON	am	2000	b	nyu	eng	\	Penguin Books
